5.2	5.187647059
5.2	5.077352941
5.2	4.967058824
5.2	4.856764706
5.2	4.746470588
5.2	4.967058824
5.2	4.746470588
5.2	5.077352941
5.2	4.967058824
5.2	4.967058824
5.2	5.077352941
5.2	5.187647059
5.2	5.077352941
5.2	4.967058824
5.2	5.518529412
5.2	4.856764706
5.2	4.967058824
5.2	4.856764706
5.2	5.297941176
5.2	5.187647059
5.2	5.077352941
5.2	4.856764706
5.2	4.746470588
5.2	4.967058824
5.2	4.856764706
5.2	4.636176471
5.2	5.297941176
5.2	4.746470588
5.2	5.077352941
5.2	5.077352941
5.2	4.856764706
5.2	4.967058824
5.2	4.856764706
5.2	4.856764706
5.2	5.187647059
5.2	4.856764706
5.2	4.967058824
5.2	4.746470588
5.2	4.746470588
5.2	4.967058824
5.2	5.077352941
5.2	4.967058824
5.2	4.636176471
5.2	4.525882353
5.2	4.967058824
5.2	4.746470588
5.2	4.967058824
5.2	4.746470588
5.2	4.636176471
5.2	4.856764706
5.2	4.636176471
5.2	4.636176471
5.2	4.967058824
5.2	4.856764706
5.2	5.077352941
5.2	5.077352941
5.2	4.746470588
5.2	4.967058824
5.2	5.077352941
5.2	5.297941176
5.3	5.297941176
5.3	5.297941176
5.3	5.297941176
5.3	4.967058824
5.3	4.967058824
5.3	4.967058824
5.3	4.856764706
5.3	5.187647059
5.3	5.628823529
5.3	4.967058824
5.3	5.077352941
5.3	4.967058824
5.3	4.967058824
5.3	5.518529412
5.3	5.077352941
5.3	5.077352941
5.3	5.187647059
5.3	4.967058824
5.3	4.967058824
5.3	5.187647059
5.3	4.967058824
5.3	5.187647059
5.3	5.187647059
5.3	5.187647059
5.3	5.077352941
5.3	4.967058824
5.3	5.408235294
5.3	5.077352941
5.3	4.856764706
5.3	4.746470588
5.3	4.967058824
5.3	4.856764706
5.3	4.967058824
5.3	4.856764706
5.3	4.967058824
5.3	5.077352941
5.3	4.856764706
5.3	4.746470588
5.3	4.746470588
5.3	4.856764706
5.4	5.077352941
5.4	5.297941176
5.4	5.408235294
5.4	5.187647059
5.4	5.077352941
5.4	5.077352941
5.4	5.187647059
5.4	5.187647059
5.4	5.077352941
5.4	4.967058824
5.4	4.856764706
5.4	5.077352941
5.4	5.187647059
5.4	5.077352941
5.4	5.077352941
5.4	5.297941176
5.4	5.408235294
5.4	4.967058824
5.4	5.739117647
5.4	4.746470588
5.4	5.408235294
5.4	5.187647059
5.4	5.077352941
5.4	4.856764706
5.4	4.967058824
5.4	5.297941176
5.4	5.187647059
5.4	5.628823529
5.4	5.077352941
5.4	5.187647059
5.4	5.187647059
5.4	5.187647059
5.4	5.408235294
5.4	5.187647059
5.4	4.856764706
5.4	4.967058824
5.4	4.746470588
5.4	4.856764706
5.4	4.746470588
5.4	5.297941176
5.4	4.746470588
5.4	4.856764706
5.4	5.408235294
5.4	4.967058824
5.4	5.187647059
5.4	5.077352941
5.4	5.408235294
5.4	4.746470588
5.4	5.187647059
5.5	5.077352941
5.5	5.077352941
5.5	4.967058824
5.5	5.077352941
5.5	5.187647059
5.5	5.408235294
5.5	5.297941176
5.5	5.187647059
5.5	5.408235294
5.5	4.967058824
5.5	5.297941176
5.5	5.297941176
5.5	5.077352941
5.5	6.07
5.5	5.628823529
5.5	5.297941176
5.5	5.518529412
5.5	5.628823529
5.5	5.297941176
5.5	5.297941176
5.5	5.187647059
5.5	5.628823529
5.5	5.518529412
5.5	5.739117647
5.5	5.959705882
5.5	4.967058824
5.5	5.408235294
5.5	5.849411765
5.5	5.518529412
5.5	5.187647059
5.5	4.967058824
5.5	4.967058824
5.5	4.856764706
5.5	5.077352941
5.5	4.856764706
5.5	5.077352941
5.5	4.967058824
5.5	4.967058824
5.5	4.856764706
5.6	5.297941176
5.6	5.628823529
5.6	5.297941176
5.6	5.297941176
5.6	6.731764706
5.6	5.297941176
5.6	5.297941176
5.6	5.187647059
5.6	5.518529412
5.6	5.408235294
5.6	5.297941176
5.6	5.187647059
5.6	5.187647059
5.6	5.077352941
5.6	5.077352941
5.6	5.077352941
5.6	5.408235294
5.6	5.077352941
5.6	5.077352941
5.7	5.628823529
5.7	5.408235294
5.7	6.180294118
5.7	5.518529412
5.7	5.959705882
5.7	5.628823529
5.7	5.518529412
5.7	5.628823529
5.7	5.849411765
5.7	5.297941176
5.7	5.187647059
5.7	5.739117647
5.7	5.408235294
5.7	5.628823529
5.7	5.849411765
5.7	5.518529412
5.7	5.077352941
5.7	5.187647059
5.7	5.297941176
5.7	5.628823529
5.7	5.297941176
5.7	5.959705882
5.8	5.628823529
5.8	5.628823529
5.8	5.959705882
5.8	5.959705882
5.8	5.739117647
5.8	5.187647059
5.8	5.628823529
5.8	6.07
5.8	6.07
5.8	5.518529412
5.8	6.07
5.8	5.849411765
5.8	5.408235294
5.8	5.959705882
5.9	6.07
5.9	5.739117647
5.9	5.739117647
5.9	5.849411765
5.9	5.518529412
5.9	5.408235294
5.9	5.518529412
5.9	5.408235294
6	6.07
6	5.408235294
6	6.621470588
6	6.290588235
6	5.408235294
6	5.408235294
6.1	6.621470588
6.1	6.180294118
6.1	6.07
6.1	6.621470588
6.1	5.959705882
6.1	5.959705882
6.1	6.07
6.1	5.739117647
6.2	6.400882353
6.2	6.511176471
6.2	6.07
6.3	6.842058824
6.3	6.952352941
6.3	6.842058824
6.3	5.959705882
6.3	5.849411765
6.4	6.07
6.5	6.621470588
6.6	7.393529412
6.7	7.945
6.7	7.614117647
